precision,recall,f1_score,accuracy,true_positives,false_positives,false_negatives,true_negatives,mean_similarity_positive,mean_similarity_negative,similarity_separation,threshold,algorithm_name
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.1,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.15000000000000002,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.20000000000000004,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.25000000000000006,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.30000000000000004,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.3500000000000001,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.40000000000000013,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.45000000000000007,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.5000000000000001,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.5500000000000002,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.6000000000000002,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.6500000000000001,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.7000000000000002,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.7500000000000002,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.8000000000000002,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.8500000000000002,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.9000000000000002,Double Metaphone
0,0.0,0,0.5,0,0,20000,20000,0.0,0.0,0.0,0.9500000000000003,Double Metaphone
